reward, 840.0 , 171 , 6 , 284 , 0 , 473 , 668 , 9 , count= 1
reward, 1693.0 , 172 , 1 , 441 , 0 , 614 , 358 , 10 , count= 2
reward, 2462.0 , 546 , 1 , 229 , 0 , 601 , 229 , 10 , count= 3
reward, 1567.0 , 672 , 4 , 321 , 0 , 518 , 92 , 9 , count= 4
reward, 920.0 , 210 , 2 , 519 , 0 , 631 , 232 , 7 , count= 5
reward, 651.0 , 311 , 0 , 227 , 0 , 253 , 787 , 8 , count= 6
reward, 2668.0 , 433 , 3 , 381 , 0 , 242 , 580 , 12 , count= 7
reward, 189.0 , 75 , 0 , 91 , 0 , 1409 , 6 , 0 , count= 8
reward, 1084.0 , 861 , 16 , 154 , 0 , 483 , 70 , 12 , count= 9
reward, 2214.0 , 376 , 12 , 217 , 0 , 766 , 215 , 20 , count= 10
reward, 2168.0 , 135 , 3 , 786 , 0 , 634 , 35 , 13 , count= 11
reward, 668.0 , 262 , 2 , 348 , 0 , 956 , 16 , 2 , count= 12
reward, 584.0 , 433 , 4 , 173 , 0 , 538 , 433 , 5 , count= 13
reward, 1193.0 , 421 , 3 , 193 , 0 , 936 , 33 , 10 , count= 14
reward, 588.0 , 589 , 4 , 260 , 0 , 679 , 59 , 5 , count= 15
reward, 189.0 , 91 , 1 , 96 , 0 , 1393 , 0 , 0 , count= 16
reward, 1046.0 , 881 , 0 , 329 , 0 , 308 , 80 , 3 , count= 17
reward, 126.0 , 329 , 6 , 270 , 0 , 924 , 62 , 10 , count= 18
reward, 1378.0 , 236 , 7 , 253 , 0 , 576 , 504 , 30 , count= 19
reward, 1840.0 , 153 , 2 , 345 , 0 , 1052 , 42 , 12 , count= 20
reward, 630.0 , 299 , 5 , 319 , 0 , 907 , 55 , 6 , count= 21
reward, 2466.0 , 334 , 1 , 508 , 0 , 569 , 184 , 10 , count= 22
reward, 878.0 , 804 , 1 , 354 , 0 , 283 , 151 , 3 , count= 23
reward, 168.0 , 54 , 1 , 146 , 0 , 1377 , 3 , 0 , count= 24
