reward, 500.0 , 453 , 0 , 578 , 0 , 9 , 596 , 0 , count= 1
reward, 609.0 , 710 , 0 , 638 , 0 , 192 , 140 , 0 , count= 2
reward, 21.0 , 334 , 0 , 503 , 0 , 5 , 582 , 0 , count= 3
reward, 0.0 , 735 , 0 , 744 , 0 , 11 , 131 , 0 , count= 4
reward, 21.0 , 208 , 0 , 364 , 0 , 8 , 1036 , 0 , count= 5
reward, 0.0 , 753 , 0 , 584 , 0 , 5 , 319 , 0 , count= 6
reward, 542.0 , 787 , 0 , 519 , 0 , 12 , 343 , 0 , count= 7
reward, 0.0 , 331 , 0 , 785 , 0 , 12 , 501 , 0 , count= 8
reward, 63.0 , 670 , 0 , 761 , 0 , 18 , 182 , 0 , count= 9
reward, 0.0 , 506 , 0 , 758 , 0 , 1 , 391 , 0 , count= 10
reward, 21.0 , 973 , 0 , 349 , 0 , 12 , 277 , 0 , count= 11
reward, 0.0 , 542 , 0 , 731 , 0 , 1 , 233 , 0 , count= 12
reward, 42.0 , 371 , 0 , 815 , 0 , 10 , 460 , 0 , count= 13
reward, 0.0 , 372 , 0 , 819 , 0 , 2 , 168 , 0 , count= 14
reward, 500.0 , 531 , 0 , 535 , 0 , 26 , 534 , 0 , count= 15
reward, 0.0 , 657 , 0 , 668 , 0 , 2 , 344 , 0 , count= 16
reward, 21.0 , 676 , 0 , 327 , 0 , 20 , 608 , 0 , count= 17
reward, 0.0 , 332 , 0 , 395 , 0 , 1 , 134 , 0 , count= 18
reward, 0.0 , 294 , 0 , 685 , 0 , 0 , 190 , 0 , count= 19
reward, 42.0 , 812 , 0 , 590 , 0 , 167 , 52 , 0 , count= 20
reward, 21.0 , 802 , 0 , 513 , 0 , 6 , 320 , 0 , count= 21
reward, 147.0 , 643 , 0 , 608 , 0 , 5 , 271 , 0 , count= 22
reward, 21.0 , 319 , 0 , 683 , 0 , 2 , 347 , 0 , count= 23
reward, 521.0 , 667 , 0 , 248 , 0 , 19 , 697 , 0 , count= 24
reward, 0.0 , 1359 , 0 , 232 , 0 , 6 , 9 , 0 , count= 25
reward, 42.0 , 1002 , 0 , 437 , 0 , 4 , 173 , 0 , count= 26
reward, 63.0 , 573 , 0 , 491 , 0 , 40 , 527 , 0 , count= 27
reward, 21.0 , 950 , 0 , 191 , 0 , 11 , 464 , 0 , count= 28
reward, 42.0 , 583 , 0 , 750 , 0 , 9 , 271 , 0 , count= 29
reward, 0.0 , 1247 , 0 , 160 , 0 , 8 , 196 , 0 , count= 30
reward, 21.0 , 543 , 0 , 667 , 0 , 13 , 443 , 0 , count= 31
reward, 521.0 , 738 , 0 , 471 , 0 , 12 , 400 , 0 , count= 32
reward, 0.0 , 894 , 0 , 630 , 0 , 0 , 122 , 0 , count= 33
reward, 21.0 , 484 , 0 , 765 , 0 , 24 , 398 , 0 , count= 34
reward, 0.0 , 395 , 0 , 281 , 0 , 4 , 941 , 0 , count= 35
reward, 21.0 , 481 , 0 , 312 , 0 , 18 , 810 , 0 , count= 36
reward, 521.0 , 978 , 0 , 385 , 0 , 6 , 257 , 0 , count= 37
reward, 21.0 , 1022 , 0 , 318 , 0 , 166 , 105 , 0 , count= 38
reward, 0.0 , 315 , 0 , 745 , 0 , 2 , 387 , 0 , count= 39
reward, 0.0 , 810 , 0 , 563 , 0 , 2 , 256 , 0 , count= 40
