reward, 1357.0 , action, 740 , 4 , 506 , 0 , 311 , 50 , 10 , count= 1
reward, 563.0 , action, 856 , 0 , 500 , 0 , 251 , 27 , 17 , count= 2
reward, 1609.0 , action, 1078 , 0 , 245 , 0 , 194 , 76 , 8 , count= 3
reward, 1815.0 , action, 668 , 3 , 496 , 0 , 328 , 120 , 6 , count= 4
reward, 1987.0 , action, 757 , 2 , 436 , 0 , 313 , 121 , 2 , count= 5
reward, 563.0 , action, 1010 , 0 , 302 , 0 , 191 , 85 , 3 , count= 6
reward, 126.0 , action, 749 , 6 , 274 , 0 , 546 , 21 , 0 , count= 7
reward, 5050.0 , action, 820 , 1 , 484 , 0 , 306 , 68 , 16 , count= 8
reward, 1063.0 , action, 1075 , 3 , 334 , 0 , 117 , 75 , 7 , count= 9
reward, 626.0 , action, 577 , 0 , 271 , 0 , 701 , 37 , 0 , count= 10
reward, 1172.0 , action, 821 , 7 , 428 , 0 , 247 , 135 , 7 , count= 11
reward, 2403.0 , action, 860 , 0 , 214 , 0 , 457 , 114 , 6 , count= 12
reward, 1336.0 , action, 888 , 7 , 316 , 0 , 347 , 64 , 4 , count= 13
reward, 1714.0 , action, 758 , 0 , 443 , 0 , 220 , 225 , 6 , count= 14
reward, 105.0 , action, 1211 , 0 , 211 , 0 , 149 , 20 , 5 , count= 15
reward, 2004.0 , action, 951 , 0 , 433 , 0 , 185 , 67 , 5 , count= 16
reward, 521.0 , action, 1112 , 3 , 251 , 0 , 155 , 83 , 2 , count= 17
reward, 735.0 , action, 443 , 0 , 234 , 0 , 895 , 8 , 6 , count= 18
reward, 1672.0 , action, 912 , 0 , 228 , 0 , 263 , 178 , 10 , count= 19
reward, 2088.0 , action, 935 , 4 , 365 , 0 , 243 , 70 , 4 , count= 20
reward, 189.0 , action, 931 , 0 , 305 , 0 , 294 , 82 , 4 , count= 21
reward, 126.0 , action, 637 , 1 , 254 , 0 , 689 , 5 , 0 , count= 22
reward, 1084.0 , action, 707 , 2 , 263 , 0 , 540 , 149 , 14 , count= 23
reward, 2924.0 , action, 752 , 3 , 397 , 0 , 425 , 77 , 6 , count= 24
reward, 1399.0 , action, 706 , 5 , 269 , 0 , 415 , 190 , 26 , count= 25
reward, 521.0 , action, 1026 , 4 , 277 , 0 , 217 , 85 , 2 , count= 26
reward, 710.0 , action, 803 , 0 , 396 , 0 , 131 , 115 , 47 , count= 27
reward, 2294.0 , action, 670 , 6 , 340 , 0 , 499 , 94 , 12 , count= 28
