reward, 2378.0 , 465 , 0 , 639 , 0 , 485 , 64 , 2 , count= 28
reward, 1189.0 , 1187 , 0 , 316 , 0 , 106 , 40 , 7 , count= 29
reward, 63.0 , 1438 , 0 , 96 , 0 , 62 , 1 , 4 , count= 30
reward, 3071.0 , 371 , 0 , 800 , 0 , 373 , 96 , 6 , count= 31
reward, 2844.0 , 567 , 0 , 589 , 0 , 417 , 80 , 7 , count= 32
reward, 1067.0 , 735 , 0 , 653 , 0 , 168 , 79 , 6 , count= 33
reward, 605.0 , 1170 , 0 , 251 , 0 , 174 , 8 , 8 , count= 34
reward, 2756.0 , 488 , 2 , 651 , 0 , 417 , 67 , 6 , count= 35
reward, 1991.0 , 313 , 0 , 490 , 0 , 766 , 43 , 9 , count= 36
reward, 1483.0 , 928 , 0 , 337 , 0 , 255 , 92 , 4 , count= 37
reward, 1840.0 , 274 , 0 , 240 , 0 , 1032 , 49 , 1 , count= 38
reward, 63.0 , 884 , 0 , 439 , 0 , 268 , 0 , 0 , count= 39
reward, 2046.0 , 752 , 0 , 534 , 0 , 273 , 55 , 2 , count= 40
reward, 3781.0 , 873 , 27 , 727 , 0 , 366 , 67 , 12 , count= 41
reward, 1735.0 , 291 , 0 , 565 , 0 , 198 , 577 , 5 , count= 42
reward, 2214.0 , 545 , 0 , 533 , 0 , 214 , 341 , 8 , count= 43
reward, 3344.0 , 418 , 0 , 868 , 0 , 351 , 62 , 11 , count= 44
reward, 2588.0 , 465 , 0 , 480 , 0 , 615 , 48 , 3 , count= 45
reward, 4886.0 , 934 , 4 , 639 , 0 , 393 , 44 , 8 , count= 46
reward, 4718.0 , 843 , 42 , 646 , 0 , 418 , 106 , 7 , count= 47
reward, 0.0 , 1378 , 0 , 180 , 0 , 41 , 1 , 1 , count= 48
reward, 1714.0 , 1015 , 0 , 375 , 0 , 207 , 28 , 6 , count= 49
reward, 1731.0 , 488 , 0 , 687 , 0 , 223 , 218 , 0 , count= 50
reward, 3130.0 , 501 , 0 , 779 , 0 , 292 , 68 , 6 , count= 51
reward, 1563.0 , 769 , 0 , 578 , 0 , 81 , 39 , 2 , count= 52
reward, 4449.0 , 418 , 0 , 823 , 0 , 386 , 51 , 7 , count= 53
reward, 3882.0 , 870 , 12 , 779 , 0 , 367 , 60 , 9 , count= 54
reward, 168.0 , 493 , 2 , 420 , 0 , 92 , 337 , 3 , count= 55
reward, 3130.0 , 1096 , 0 , 268 , 0 , 224 , 18 , 5 , count= 56
reward, 521.0 , 1372 , 0 , 245 , 0 , 16 , 7 , 1 , count= 57
reward, 2903.0 , 438 , 0 , 888 , 0 , 291 , 68 , 5 , count= 58
reward, 84.0 , 877 , 0 , 433 , 0 , 280 , 2 , 4 , count= 59
reward, 2983.0 , 876 , 0 , 474 , 0 , 237 , 34 , 5 , count= 60
reward, 1945.0 , 725 , 5 , 570 , 0 , 285 , 24 , 2 , count= 61
reward, 105.0 , 1115 , 0 , 197 , 0 , 74 , 222 , 3 , count= 62
reward, 3319.0 , 449 , 0 , 534 , 0 , 661 , 20 , 1 , count= 63
reward, 4134.0 , 473 , 0 , 750 , 0 , 324 , 78 , 1 , count= 64
reward, 1361.0 , 810 , 2 , 394 , 0 , 340 , 38 , 7 , count= 65
reward, 1088.0 , 701 , 0 , 386 , 0 , 173 , 365 , 1 , count= 66
reward, 1214.0 , 1166 , 0 , 229 , 0 , 196 , 0 , 0 , count= 67
reward, 2302.0 , 478 , 0 , 783 , 0 , 356 , 53 , 5 , count= 68
reward, 588.0 , 512 , 0 , 390 , 0 , 197 , 522 , 10 , count= 69
reward, 2693.0 , 523 , 0 , 752 , 0 , 305 , 39 , 7 , count= 70
reward, 609.0 , 482 , 0 , 834 , 0 , 181 , 131 , 3 , count= 71
reward, 1672.0 , 585 , 0 , 559 , 0 , 459 , 1 , 7 , count= 72
reward, 605.0 , 1233 , 0 , 290 , 0 , 85 , 21 , 2 , count= 73
reward, 4651.0 , 366 , 0 , 856 , 0 , 362 , 27 , 0 , count= 74
reward, 563.0 , 1293 , 0 , 215 , 0 , 84 , 6 , 3 , count= 75
reward, 1189.0 , 1265 , 0 , 238 , 0 , 88 , 28 , 7 , count= 76
reward, 0.0 , 965 , 1 , 466 , 0 , 74 , 121 , 3 , count= 77
reward, 1651.0 , 695 , 4 , 628 , 0 , 236 , 60 , 3 , count= 78
reward, 3298.0 , 743 , 0 , 531 , 0 , 304 , 50 , 13 , count= 79
reward, 521.0 , 1175 , 0 , 371 , 0 , 76 , 3 , 1 , count= 80
reward, 1651.0 , 987 , 0 , 420 , 0 , 195 , 27 , 2 , count= 81
reward, 1571.0 , 603 , 0 , 539 , 0 , 406 , 72 , 6 , count= 82
reward, 4676.0 , 395 , 0 , 772 , 0 , 449 , 64 , 10 , count= 83
reward, 3798.0 , 580 , 1 , 618 , 0 , 237 , 182 , 3 , count= 84
reward, 2445.0 , 336 , 0 , 951 , 0 , 298 , 85 , 5 , count= 85
reward, 2991.0 , 513 , 0 , 451 , 0 , 419 , 231 , 7 , count= 86
reward, 1886.0 , 328 , 0 , 648 , 0 , 520 , 129 , 6 , count= 87
reward, 21.0 , 1382 , 0 , 193 , 0 , 30 , 4 , 2 , count= 88
reward, 962.0 , 1026 , 0 , 319 , 0 , 251 , 14 , 1 , count= 89
reward, 3844.0 , 528 , 0 , 537 , 0 , 389 , 159 , 3 , count= 90
reward, 1256.0 , 173 , 0 , 227 , 0 , 1116 , 87 , 8 , count= 91
reward, 84.0 , 1288 , 0 , 232 , 0 , 59 , 9 , 3 , count= 92
reward, 336.0 , 614 , 0 , 437 , 0 , 222 , 336 , 7 , count= 93
reward, 3151.0 , 1062 , 1 , 734 , 0 , 216 , 53 , 10 , count= 94
reward, 2319.0 , 842 , 0 , 423 , 0 , 305 , 56 , 5 , count= 95
reward, 941.0 , 171 , 0 , 667 , 0 , 741 , 8 , 4 , count= 96
reward, 1504.0 , 804 , 3 , 944 , 0 , 294 , 37 , 17 , count= 97
reward, 2802.0 , 705 , 0 , 554 , 0 , 313 , 38 , 6 , count= 98
reward, 1147.0 , 290 , 0 , 844 , 0 , 364 , 122 , 1 , count= 99
reward, 4134.0 , 430 , 0 , 692 , 0 , 411 , 79 , 4 , count= 100
reward, 3344.0 , 698 , 34 , 799 , 0 , 388 , 107 , 2 , count= 101
reward, 1815.0 , 663 , 0 , 625 , 0 , 166 , 163 , 4 , count= 102
reward, 42.0 , 1262 , 0 , 208 , 0 , 124 , 5 , 2 , count= 103
reward, 5319.0 , 757 , 0 , 895 , 0 , 394 , 15 , 6 , count= 104
reward, 1567.0 , 508 , 0 , 517 , 0 , 472 , 140 , 4 , count= 105
reward, 63.0 , 1323 , 0 , 248 , 0 , 32 , 27 , 6 , count= 106
reward, 63.0 , 1373 , 0 , 180 , 0 , 60 , 4 , 4 , count= 107
reward, 1567.0 , 856 , 4 , 579 , 0 , 193 , 38 , 1 , count= 108
reward, 2315.0 , 644 , 0 , 619 , 0 , 290 , 106 , 6 , count= 109
reward, 1609.0 , 1051 , 0 , 393 , 0 , 164 , 41 , 2 , count= 110
reward, 3281.0 , 574 , 0 , 571 , 0 , 436 , 33 , 2 , count= 111
reward, 1151.0 , 754 , 0 , 325 , 0 , 498 , 30 , 4 , count= 112
reward, 2344.0 , 665 , 0 , 585 , 0 , 366 , 59 , 20 , count= 113
reward, 378.0 , 1212 , 0 , 314 , 0 , 88 , 35 , 2 , count= 114
reward, 5197.0 , 899 , 2 , 684 , 0 , 440 , 46 , 10 , count= 115
reward, 1109.0 , 486 , 1 , 685 , 0 , 337 , 97 , 10 , count= 116
reward, 63.0 , 612 , 0 , 470 , 0 , 88 , 443 , 3 , count= 117
reward, 2466.0 , 528 , 0 , 652 , 0 , 333 , 139 , 13 , count= 118
